Type,ID,Chen,Leo,Samuel & Chayan,,comment,data table,charting tool,chart source,Source Link,Notes,,,
Donut Chart,17,TRUE,FALSE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#DoughnutChart,,,,
Donut Chart,18,TRUE,FALSE,FALSE,FALSE,,FALSE,High Charts,,https://www.highcharts.com/demo/highcharts/pie-donut,,,,
Donut Chart,19,TRUE,FALSE,FALSE,FALSE,,FALSE,,copyicon.com,https://copyicon.com/generator/svg-donut-chart,,,,
Donut Chart,20,TRUE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,,https://lets-plot.org/python/pages/api/lets_plot.geom_pie.html,,,,
Donut Chart,21,TRUE,FALSE,FALSE,FALSE,,FALSE,AngularChart,,https://www.telerik.com/kendo-angular-ui/components/charts/series-types/donut/,,,,
Dot Plot,1,TRUE,TRUE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/python/dot-plots/,,,,
Dot Plot,2,TRUE,TRUE,FALSE,FALSE,,FALSE,Flourish,,https://public.flourish.studio/visualisation/114249/,,,,
Dot Plot,3,TRUE,TRUE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/python/dot-plots/,,,,
Dot Plot,4,TRUE,TRUE,FALSE,FALSE,,FALSE,R,pklab.med.harvard.edu,http://pklab.med.harvard.edu/peterk/conos/scripts/cluster/scripts/seurat3/ggplot2/tests/figs/geom-dotplot/basic-dotplot-with-dot-density-binning-binwidth-4.svg,,,,
Dot Plot,5,TRUE,TRUE,FALSE,FALSE,,FALSE,,mathspace.co,https://mathspace.co/textbooks/syllabuses/Syllabus-862/topics/Topic-19221/subtopics/Subtopic-258372/,,,,
Dot Plot,6,TRUE,TRUE,FALSE,FALSE,,FALSE,,www.khanacademy.org,https://www.khanacademy.org/math/cc-third-grade-math/represent-and-interpret-data/imp-line-plots/a/line-plots-review,,,,
Dot Plot,7,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@d3/dot-strip-plot,,,,
Dot Plot,8,TRUE,TRUE,FALSE,FALSE,jitter x?,FALSE,Plotly,quantamental.amadeus.ch,https://quantamental.amadeus.ch/post/the-feds-new-dot-plot-in-python,,,,
Dot Plot,9,TRUE,TRUE,FALSE,FALSE,,FALSE,R,,https://www.hcbravo.org/IntroDataSci/bookdown-notes/basic-plotting-with-ggplot.html,,,,
Dot Plot,10,TRUE,TRUE,FALSE,FALSE,,FALSE,,mathworld.wolfram.com,https://mathworld.wolfram.com/DotPlot.html,,,,
Dot Plot,11,TRUE,FALSE,FALSE,FALSE,,FALSE,,ixl.com,https://www.ixl.com/math/lessons/dot-plots,,,,
Dot Plot,12,TRUE,FALSE,FALSE,FALSE,,FALSE,,mathsisfun.com,https://www.mathsisfun.com/data/dot-plots.html,,,,
Dot Plot,13,TRUE,FALSE,FALSE,FALSE,,FALSE,,math.net,https://www.math.net/dot-plot,,,,
Dot Plot,14,TRUE,FALSE,FALSE,FALSE,,FALSE,,openupresources.org,https://access.openupresources.org/curricula/our6-8math/en/grade-6/unit-8/lesson-5/index.html,,,,
Dot Plot,15,TRUE,FALSE,FALSE,FALSE,,FALSE,Semintic,,https://semiotic.nteract.io/examples/dot-plot,,,,
Dot Plot,16,TRUE,FALSE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#DotPlot,,,,
Dot Plot,17,TRUE,FALSE,FALSE,FALSE,,FALSE,,mathsisfun.com,https://www.mathsisfun.com/data/dot-plots.html,,,,
Dot Plot,18,TRUE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/swarmplot--basic,,,,
Dot Plot,19,TRUE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,,https://nbviewer.org/github/JetBrains/lets-plot-docs/blob/master/source/examples/cookbook/dot_plots.ipynb,,,,
Dot Plot,20,TRUE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,,https://nbviewer.org/github/JetBrains/lets-plot-docs/blob/master/source/examples/cookbook/dot_plots.ipynb,,,,
Dot Plot,21,TRUE,FALSE,FALSE,FALSE,,FALSE,R,,https://smltar.com/02_tokenization_files/figure-html/ngramtokens-1.svg,,,,
Gantt Chart,1,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega Lite,,https://vega.github.io/editor/#/examples/vega-lite/bar_gantt,,,,
Gantt Chart,2,TRUE,TRUE,FALSE,FALSE,,FALSE,Lib.rs,,https://lib.rs/crates/gantt_chart,,,,
Gantt Chart,3,TRUE,TRUE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/r/gantt/,,,,
Gantt Chart,4,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#GanttChart,,,,
Gantt Chart,5,TRUE,TRUE,FALSE,FALSE,TBD: mark grouping,FALSE,FusionCharts,,http://jsfiddle.net/fusioncharts/fLqSL/?utm_source=visualisingdata&utm_medium=website,,,,
Gantt Chart,6,TRUE,TRUE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/gantt/interactive-gantt,,,,
Gantt Chart,7,TRUE,TRUE,FALSE,FALSE,TBD: axes; path mark,FALSE,OfficeTimeline,,https://www.officetimeline.com/gantt-chart/templates/gantt,,,,
Gantt Chart,8,TRUE,TRUE,FALSE,FALSE,,FALSE,CUBA Platform,,https://doc.cuba-platform.com/charts-6.4/gantt_chart.html,,,,
Gantt Chart,9,TRUE,TRUE,FALSE,FALSE,,FALSE,SmartSheet,,https://www.smartsheet.com/content/project-management-charts,,,,
Gantt Chart,10,TRUE,TRUE,FALSE,FALSE,,FALSE,,https://www.spotfire.com/,https://www.spotfire.com/glossary/what-is-a-gantt-chart,,,,
Gantt Chart,11,FALSE,FALSE,FALSE,FALSE,,FALSE,,synergycodes.com,https://synergycodes.com/blog/top-types-of-charts-graphs-for-expert-data-visualization/,,,,
Gantt Chart,12,FALSE,FALSE,TRUE,FALSE,,FALSE,GoogleChart,,https://developers.google.com/chart/interactive/docs/gallery/timeline,,,,
Gantt Chart,13,FALSE,FALSE,FALSE,FALSE,,FALSE,GoogleChart,,https://developers.google.com/chart/interactive/docs/gallery/timeline,,,,
Gantt Chart,14,FALSE,FALSE,FALSE,FALSE,,FALSE,,wikipedia.org,https://en.wikipedia.org/wiki/Gantt_chart,,,,
Gantt Chart,15,FALSE,FALSE,FALSE,FALSE,,FALSE,,datavizcatalogue.com,https://datavizcatalogue.com/methods/gantt_chart.html,,,,
Gantt Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,,officetimeline.com,https://www.officetimeline.com/gantt-chart,,,,
Gantt Chart,17,FALSE,FALSE,FALSE,FALSE,,FALSE,,smartsheet.com,https://www.smartsheet.com/content/pert-vs-gantt,,,,
Gantt Chart,18,FALSE,FALSE,FALSE,FALSE,,FALSE,,officetimeline.com,https://www.officetimeline.com/gantt-chart,,,,
Gantt Chart,19,FALSE,FALSE,FALSE,FALSE,,FALSE,,officetimeline.com,https://www.officetimeline.com/gantt-chart,,,,
Gantt Chart,20,FALSE,FALSE,FALSE,FALSE,,FALSE,,officetimeline.com,https://www.officetimeline.com/gantt-chart,,,,
Gantt Chart,21,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Special/GanttRepeat,,,,
Gantt Chart,22,FALSE,FALSE,FALSE,FALSE,,FALSE,AngularChart,,https://www.telerik.com/kendo-angular-ui/components/charts/series-types/range-bar/,,,,
Gantt Chart,23,FALSE,FALSE,FALSE,FALSE,,FALSE,Semiotic,,https://semiotic.nteract.io/examples/timeline,,,,
Geo Heatmap,1,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@parkerziegler/choropleths-four-ways,,,,
Geo Heatmap,2,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@lisilinhart/choropleth-map,,,,
Geo Heatmap,3,TRUE,TRUE,FALSE,FALSE,,FALSE,,https://www.spotfire.com/,https://www.tibco.com/reference-center/what-is-a-geographical-chart,,,,
Geo Heatmap,4,TRUE,TRUE,FALSE,FALSE,,FALSE,GeoPandas,https://aeturrell.github.io/,https://aeturrell.github.io/coding-for-economists/geo-vis.html,,,,
Geo Heatmap,5,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/geo_choropleth.html,,,,
Geo Heatmap,6,TRUE,TRUE,FALSE,FALSE,TBD: multiple legends,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/geo_repeat.html,,,,
Geo Heatmap,7,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@clhenrick/reusable-choropleth-map,,,,
Geo Heatmap,8,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@gcmleon/choropleth-map-animation,,,,
Geo Heatmap,9,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@z-richard/choropleth-map-of-the-covid-19-cases-in-china,,,,
Geo Heatmap,10,TRUE,TRUE,FALSE,FALSE,ISSUE: we may want a different one,FALSE,D3.js,,https://observablehq.com/@parthmerchant/the-energy-viz-project,,,,
Geo Heatmap,11,TRUE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/owid-grapher,,,,
Geo Heatmap,12,TRUE,FALSE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/maps/geoheatmap-orthographic,,,,
Geo Heatmap,13,TRUE,FALSE,FALSE,FALSE,,FALSE,Plotly,,https://developer.mescius.com/wijmo/demos/Map/USChoropleth,,,,
Geo Heatmap,14,TRUE,FALSE,FALSE,FALSE,,FALSE,,michaelstepner.com,https://michaelstepner.com/maptile/,,,,
Geo Heatmap,15,TRUE,FALSE,FALSE,FALSE,,FALSE,,personalitydata.org,https://www.personalitydata.org/images/data/world-heatmap-enfj.svg,,,,
Geo Heatmap,16,TRUE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/grapher/were-flu-vaccines-available-in-the-country,,,,
Geo Heatmap,17,TRUE,FALSE,FALSE,FALSE,,FALSE,GoogleChart,,https://developers.google.com/chart/interactive/docs/gallery/geochart,,,,
Geo Heatmap,18,TRUE,FALSE,FALSE,FALSE,,FALSE,GoogleChart,,https://developers.google.com/chart/interactive/docs/gallery/geochart,,,,
Geo Heatmap,19,TRUE,FALSE,FALSE,FALSE,,FALSE,,react-simple-maps.io,https://www.react-simple-maps.io/,,,,
Geo Heatmap,20,TRUE,FALSE,FALSE,FALSE,,FALSE,Plotly,,https://plotly-r.com/maps,,,,
Geo Heatmap,21,TRUE,FALSE,FALSE,FALSE,,FALSE,,svend3r.dev,https://svend3r.dev/charts/choropleth,,,,
Grouped Bar Chart,1,TRUE,TRUE,TRUE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#BarChartVert,,,,
Grouped Bar Chart,2,TRUE,TRUE,TRUE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#BarChartHorz,,,,
Grouped Bar Chart,3,TRUE,TRUE,TRUE,FALSE,constraint: texts affix with bars,FALSE,Vega,,https://vega.github.io/vega/examples/grouped-bar-chart/,,,,
Grouped Bar Chart,4,TRUE,TRUE,TRUE,FALSE,legend color not extracted,FALSE,D3.js,https://www.jasondavies.com/,https://www.jasondavies.com/american-forces-in-afghanistan-and-iraq/,,,,
Grouped Bar Chart,5,TRUE,TRUE,TRUE,FALSE,,FALSE,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Charts_SVG_Example_6_-_Grouped_Bar_Chart.svg,,,,
Grouped Bar Chart,6,TRUE,TRUE,TRUE,FALSE,constraint: texts affix with objects,FALSE,ApexCharts,,https://apexcharts.com/react-chart-demos/bar-charts/grouped/,,,,
Grouped Bar Chart,7,TRUE,TRUE,TRUE,FALSE,,FALSE,D3.js,,https://d3-graph-gallery.com/graph/barplot_grouped_basicWide.html,,,,
Grouped Bar Chart,8,TRUE,TRUE,TRUE,FALSE,,FALSE,GoogleChart,,https://developers.google.com/chart/interactive/docs/gallery/barchart#creating-material-bar-charts,,,,
Grouped Bar Chart,9,TRUE,TRUE,TRUE,FALSE,constraint: texts affix with objects,FALSE,HighCharts,,https://www.highcharts.com/demo/bar-basic,,,,
Grouped Bar Chart,10,TRUE,TRUE,TRUE,FALSE,,FALSE,NVD3.js,,https://nvd3.org/examples/multiBar.html,,,,
Grouped Bar Chart,11,FALSE,FALSE,TRUE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/highcharts/bar-basic,,,,
Grouped Bar Chart,12,FALSE,FALSE,TRUE,FALSE,,FALSE,R,,https://people.ohio.edu/ruhil/statsbook/dataviz.html,,,,
Grouped Bar Chart,13,FALSE,FALSE,TRUE,FALSE,,FALSE,R,,https://people.ohio.edu/ruhil/statsbook/props.html,,,,
Grouped Bar Chart,14,FALSE,FALSE,TRUE,FALSE,Can't label axis/ can't determine axis 1 or 2 in marks,FALSE,,wikimedia.org,https://commons.wikimedia.org/wiki/File:Simple_bar_chart.svg,,,,
Grouped Bar Chart,15,FALSE,FALSE,TRUE,FALSE,Can't label axis/ multicharacter in marks,FALSE,,wikimedia.org,https://commons.wikimedia.org/wiki/File:Matplotlib_bar_sample.svg,,,,
Grouped Bar Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,,gov.uk,https://analysisfunction.civilservice.gov.uk/support/communicating-analysis/introduction-to-data-visualisation-e-learning/module-6-clustered-bar-charts/,,,,
Grouped Bar Chart,17,FALSE,FALSE,FALSE,FALSE,,FALSE,,stata.com,https://www.stata.com/support/faqs/graphics/gph/graphdocs/twoway-bar-plot/,,,,
Grouped Bar Chart,18,FALSE,FALSE,TRUE,FALSE,,FALSE,Evidence,,https://docs.evidence.dev/img/exg-horizontal-grouped-bar-nt.svg,,,,
Grouped Bar Chart,19,FALSE,FALSE,TRUE,FALSE,can't label axis/ no option for axis 2 in marks,FALSE,,lumedataviz.com,https://lumedataviz.com/user/pages/docs/03.chart-components/grouped-bar-chart/baseline_do.svg,,,,
Grouped Bar Chart,20,FALSE,FALSE,TRUE,FALSE,does not have axis 2 in marks,FALSE,Plotly,,https://plotly-r.com/images/cut-by-clarity.svg,,,,
Grouped Bar Chart,21,FALSE,FALSE,TRUE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/bar--grouped,,,,
Grouped Bar Chart,22,FALSE,FALSE,FALSE,FALSE,can't label axis,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/bar--diverging-grouped,,,,
Grouped Bar Chart,23,FALSE,FALSE,FALSE,FALSE,,FALSE,,tracklogix.app,https://web.tracklogix.app/website/,,,,
Grouped Bar Chart,24,FALSE,FALSE,TRUE,FALSE,,FALSE,WowChart,,https://demo1.wow-extensions.com/WowChart-v3/column-negative,,,,
Grouped Bar Chart,25,FALSE,FALSE,TRUE,FALSE,,FALSE,WowChart,,https://demo1.wow-extensions.com/WowChart-v3/bar-basic,,,,
Grouped Bar Chart,26,FALSE,FALSE,TRUE,FALSE,Can't label axis,FALSE,,itransition.com,https://www.itransition.com/static/d54de5eb38921bda58d648137d9d9bdf/4_Income%20by%20gender[1].svg,,,,
Grouped Bar Chart,27,FALSE,FALSE,TRUE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Bar/ColumnWithNegativeValues,,,,
Grouped Bar Chart,28,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Bar/BasicColumnChart/purejs,,,,
Grouped Bar Chart,29,FALSE,FALSE,FALSE,FALSE,,FALSE,,gov.uk,https://analysisfunction.civilservice.gov.uk/wp-content/uploads/2022/12/clustered-bar-small-multiples.svg,,,,
Grouped Bar Chart,30,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,,https://mlcourse.ai/_images/d4240042d2e7ace7a55ce31f490b2c4afc794ffa201055f4c6c477d9d0e0d2ac.svg,,,,
Grouped Bar Chart,31,FALSE,FALSE,TRUE,FALSE,path 3 is the whole grid of the chart,FALSE,AngularChart,,https://www.telerik.com/kendo-angular-ui/components/charts/series-types/bar/,,,,
Grouped Bar Chart,32,FALSE,FALSE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#GroupedBarChart,,,,
Heatmap,1,TRUE,TRUE,FALSE,FALSE,,FALSE,,https://graphics.wsj.com/,http://graphics.wsj.com/infectious-diseases-and-vaccines/,,,,
Heatmap,2,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega,,https://vega.github.io/vega/examples/heatmap/,,,,
Heatmap,3,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@sjengle/zillow-affordability-heatmap,,,,
Heatmap,4,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@nbremer/hexagon-grid-heatmap,,,,
Heatmap,5,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@lorenries/political-science-rankings-heatmap,,,,
Heatmap,6,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@palewire/california-coronavirus-reopening-heatmap,,,,
Heatmap,7,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@eliaslevy/d3-heatmap,,,,
Heatmap,8,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@marialuisacp/heatmap,,,,
Heatmap,9,TRUE,TRUE,FALSE,FALSE,,FALSE,,https://datavizcatalogue.com/,https://datavizcatalogue.com/methods/heatmap.html,,,,
Heatmap,10,TRUE,TRUE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/heatmap/,,,,
Heatmap,11,TRUE,TRUE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/heatmap-charts/color-range/,,,,
Heatmap,12,TRUE,TRUE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/heatmap-charts/basic/,,,,
Heatmap,13,TRUE,TRUE,FALSE,FALSE,,FALSE,R,,https://bookdown.org/max/FES/,,,,
Heatmap,14,FALSE,FALSE,FALSE,FALSE,,FALSE,,mongabay.com,https://viz.mongabay.com/docs/charts/03-examples.html,,,,
Heatmap,15,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/heatmap--variable-cell-size,,,,
Heatmap,16,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/heatmap--custom-cell-component,,,,
Heatmap,17,FALSE,FALSE,FALSE,FALSE,,FALSE,,wikimedia.org,https://commons.wikimedia.org/wiki/File:Heat_map_showing_the_results_of_a_qualitative_analysis_on_199_images.svg,,,,
Heatmap,18,FALSE,FALSE,FALSE,FALSE,,FALSE,,ladybug.tools,https://discourse.ladybug.tools/t/sharing-the-process-of-generating-an-svg-image-from-a-heatmap/21785,,,,
Heatmap,19,FALSE,FALSE,FALSE,FALSE,,FALSE,,wikimedia.org,https://commons.wikimedia.org/wiki/File:Feature-table-heatmap.svg,,,,
Heatmap,20,FALSE,FALSE,FALSE,FALSE,,FALSE,,wiki.q-researchsoftware.com,https://wiki.q-researchsoftware.com/wiki/Visualization_-_Heatmap_-_Heatmap,,,,
Heatmap,21,FALSE,FALSE,FALSE,FALSE,,FALSE,Seaborn,,https://aeturrell.github.io/coding-for-economists/_images/1b632f1b8e8305a024375644d0c4e742fc88aa752abc1e167bc9a95016be41bd.svg,,,,
Heatmap,22,FALSE,FALSE,FALSE,FALSE,,FALSE,,gov.uk,https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/articles/howpopularisyourbirthday/2015-12-18,,,,
Heatmap,23,FALSE,FALSE,FALSE,FALSE,,FALSE,R,,https://smltar.com/08_dl_dnn_files/figure-html/kickstarterheatmap-1.svg,,,,
Heatmap,24,FALSE,FALSE,FALSE,FALSE,,FALSE,Seaborn,,https://mlcourse.ai/_images/c56a0384039be07ec5c62ff6e2907c49748f3ed9c97bd87d5cefe7e3c2949453.svg,,,,
Heatmap,25,FALSE,FALSE,FALSE,FALSE,,FALSE,AngularChart,,https://www.telerik.com/kendo-angular-ui/components/charts/series-types/heatmap/,,,,
Heatmap,26,FALSE,FALSE,FALSE,FALSE,,FALSE,,nitrocdn.com,https://cdn-dfnaj.nitrocdn.com/xxeFXDnBIOflfPsgwjDLywIQwPChAOzV/assets/images/source/rev-630e2e6/www.displayr.com/wp-content/uploads/2022/08/Heat_Map_Maker_Displayr_Flexible.svg,,,,
Kagi Chart,1,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,https://arpitnarechania.github.io/,https://arpitnarechania.github.io/d3-kagi/,,,,
Kagi Chart,2,TRUE,TRUE,FALSE,FALSE,,FALSE,,https://datavizcatalogue.com/,https://datavizcatalogue.com/methods/kagi_chart.html,,,,
Kagi Chart,3,TRUE,TRUE,FALSE,FALSE,,FALSE,Diagrammm,,https://diagrammm.com/kagi_chart,,,,
Kagi Chart,4,TRUE,TRUE,FALSE,FALSE,,FALSE,Diagrammm,,https://diagrammm.com/kagi_chart,,,,
Kagi Chart,5,TRUE,TRUE,FALSE,FALSE,,FALSE,,https://datavizcatalogue.com/,https://datavizcatalogue.com/methods/kagi_chart.html,,,,
Kagi Chart,6,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://arpitnarechania.github.io/d3-kagi/,,,,
Kagi Chart,7,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://arpitnarechania.github.io/d3-kagi/,,,,
Kagi Chart,8,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://arpitnarechania.github.io/d3-kagi/,,,,
Kagi Chart,9,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://arpitnarechania.github.io/d3-kagi/,,,,
Kagi Chart,10,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://arpitnarechania.github.io/d3-kagi/,,,,
Kagi Chart,11,FALSE,FALSE,FALSE,FALSE,,FALSE,,jaspersoft.com,https://www.jaspersoft.com/articles/what-is-a-kagi-chart,,,,
Kagi Chart,12,,FALSE,FALSE,FALSE,,FALSE,FusionCharts,,https://www.fusioncharts.com/dev/chart-guide/standard-charts/kagi-chart,,,,
Kagi Chart,13,FALSE,FALSE,FALSE,FALSE,,FALSE,FusionCharts,,https://www.fusioncharts.com/charts/kagi-charts/simple-kagi-chart?framework=javascript,,,,
Kagi Chart,14,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Financial/Kagi/purejs,,,,
Kagi Chart,15,FALSE,FALSE,FALSE,FALSE,,FALSE,Diagrammm,,https://diagrammm.com/kagi_chart,,,,
Kagi Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Financial/Kagi/purejs,,,,
Kagi Chart,17,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Financial/Kagi/purejs,,,,
Kagi Chart,18,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Financial/Kagi/purejs,,,,
Kagi Chart,19,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Financial/Kagi/purejs,,,,
Kagi Chart,20,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Financial/Kagi/purejs,,,,
Line Graph,1,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,https://gist.github.com/,https://bl.ocks.org/mbostock/3883245,,,,
Line Graph,2,TRUE,TRUE,FALSE,FALSE,,FALSE,Datawrapper,,https://www.datawrapper.de/_/hBToO/,,,,
Line Graph,3,TRUE,TRUE,FALSE,FALSE,,FALSE,Datawrapper,,https://www.datawrapper.de/_/SD6eX/,,,,
Line Graph,4,TRUE,TRUE,FALSE,FALSE,,FALSE,Datawrapper,,https://www.datawrapper.de/_/Wa2Ci/,,,,
Line Graph,5,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://insights.datylon.com/stories/utSCFQQ8mh-RzpGVG4pKSQ,,,,
Line Graph,6,TRUE,TRUE,FALSE,FALSE,,FALSE,Flourish,,https://public.flourish.studio/story/959/,,,,
Line Graph,7,TRUE,TRUE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/javascript/line-charts/,,,,
Line Graph,8,TRUE,TRUE,FALSE,FALSE,,FALSE,Quadrigram,,https://www.quadrigram.com/hosting/yacintha_aakster/fertility_vs_gdp/#p/Page1,,,,
Line Graph,9,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega,,https://vega.github.io/vega/examples/line-chart/,,,,
Line Graph,10,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#MultiLineGraph2,,,,
Line Graph,11,TRUE,TRUE,FALSE,FALSE,,FALSE,,https://www.spotfire.com/,https://www.tibco.com/reference-center/what-is-a-line-chart,,,,
Line Graph,12,TRUE,TRUE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/docs/chart-types/line-chart/,,,,
Line Graph,13,TRUE,TRUE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/line-charts/basic/,,,,
Line Graph,14,TRUE,TRUE,FALSE,FALSE,,FALSE,DataGraph,community.visualdatatools.com,https://community.visualdatatools.com/datagraph/knowledge-base/line-graph/,,,,
Line Graph,15,TRUE,TRUE,FALSE,FALSE,,FALSE,Diagrammm,,https://diagrammm.com/basic_line,,,,
Line Graph,16,TRUE,TRUE,FALSE,FALSE,,FALSE,Diagrammm,,https://diagrammm.com/basic_line,,,,
Line Graph,17,TRUE,TRUE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/line-ajax,,,,
Line Graph,18,TRUE,TRUE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/line-basic,,,,
Line Graph,19,TRUE,TRUE,FALSE,FALSE,,FALSE,R,bookdown.org,https://bookdown.org/max/FES/,,,,
Line Graph,20,TRUE,TRUE,FALSE,FALSE,,FALSE,R,bookdown.org,https://bookdown.org/max/FES/,,,,
Line Graph,21,TRUE,TRUE,FALSE,FALSE,,FALSE,R,bookdown.org,https://bookdown.org/max/FES/,,,,
Line Graph,22,FALSE,FALSE,FALSE,FALSE,,FALSE,R,people.ohio.edu,https://people.ohio.edu/ruhil/statsbook/dataviz.html,,,,
Line Graph,23,FALSE,FALSE,FALSE,FALSE,,FALSE,,superchart.io,https://www.superchart.io/guide/how-to-make-a-graph-in-google-sheets,,,,
Line Graph,24,FALSE,FALSE,FALSE,FALSE,,FALSE,,gov.au,https://www.rba.gov.au/publications/bulletin/2022/sep/trends-in-australian-banks-bond-issuance.html,,,,
Line Graph,25,FALSE,FALSE,FALSE,FALSE,,FALSE,,stata.com,https://www.stata.com/support/faqs/graphics/gph/graphdocs/multiple-overlaid-connected-line-graph/,,,,
Line Graph,26,FALSE,FALSE,FALSE,FALSE,,FALSE,,calgary.ca,https://summit.calgary.ca/components/text-and-data-overview/connected-scatter-plot.html,,,,
Line Graph,27,FALSE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/owid-grapher,,,,
Line Graph,28,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/line--custom-line-style,,,,
